descriptorID	number	name	uniqueID
9447	C04.557.470.670.590.650.550	Neuroblastoma	D009447
18304	C04.557.470.670.590.650.550.150	Esthesioneuroblastoma, Olfactory	D018304
18305	C04.557.470.670.590.650.550.300	Ganglioneuroblastoma	D018305
10871	C04.557.470.670.657	Pinealoma	D010871
12175	C04.557.470.670.725	Retinoblastoma	D012175
18307	C04.557.470.700	Neoplasms, Squamous Cell	D018307
49309	C04.557.470.700.040	Acanthoma	D049309
2291	C04.557.470.700.360	Carcinoma, Papillary	D002291
2294	C04.557.470.700.400	Carcinoma, Squamous Cell	D002294
1913	C04.557.470.700.400.130	Bowen's Disease	D001913
18289	C04.557.470.700.450	Carcinoma, Verrucous	D018289
10212	C04.557.470.700.600	Papilloma	D010212
18308	C04.557.470.700.600.610	Papilloma, Inverted	D018308
18309	C04.557.475	Neoplasms, Gonadal Tissue	D018309
18238	C04.557.475.395	Gonadoblastoma	D018238
18312	C04.557.475.750	Sex Cord-Gonadal Stromal Tumors	D018312
6106	C04.557.475.750.656	Granulosa Cell Tumor	D006106
18311	C04.557.475.750.751	Luteoma	D018311
18310	C04.557.475.750.847	Sertoli-Leydig Cell Tumor	D018310
7984	C04.557.475.750.847.249	Leydig Cell Tumor	D007984
12707	C04.557.475.750.847.500	Sertoli Cell Tumor	D012707
13798	C04.557.475.750.875	Thecoma	D013798
9380	C04.557.580	Neoplasms, Nerve Tissue	D009380
8579	C04.557.580.520	Meningioma	D008579
18317	C04.557.580.600	Nerve Sheath Neoplasms	D018317
9442	C04.557.580.600.290	Neurilemmoma	D009442
9455	C04.557.580.600.580	Neurofibroma	D009455
18318	C04.557.580.600.580.585	Neurofibroma, Plexiform	D018318
17253	C04.557.580.600.580.590	Neurofibromatoses	D017253
9456	C04.557.580.600.580.590.650	Neurofibromatosis 1	D009456
16518	C04.557.580.600.580.590.655	Neurofibromatosis 2	D016518
18319	C04.557.580.600.580.795	Neurofibrosarcoma	D018319
18319	C04.557.580.600.590	Neurofibrosarcoma	D018319
9463	C04.557.580.600.610	Neuroma	D009463
9442	C04.557.580.600.610.595	Neurilemmoma	D009442
9464	C04.557.580.600.610.595.610	Neuroma, Acoustic	D009464
16518	C04.557.580.600.610.595.610.500	Neurofibromatosis 2	D016518
18321	C04.557.580.600.625	Neurothekeoma	D018321
17599	C04.557.580.625	Neuroectodermal Tumors	D017599
3397	C04.557.580.625.200	Craniopharyngioma	D003397
18302	C04.557.580.625.600	Neoplasms, Neuroepithelial	D018302
5729	C04.557.580.625.600.355	Ganglioneuroma	D005729
5910	C04.557.580.625.600.380	Glioma	D005910
1254	C04.557.580.625.600.380.080	Astrocytoma	D001254
5909	C04.557.580.625.600.380.080.335	Glioblastoma	D005909
20339	C04.557.580.625.600.380.080.667	Optic Nerve Glioma	D020339
4806	C04.557.580.625.600.380.290	Ependymoma	D004806
18315	C04.557.580.625.600.380.290.390	Glioma, Subependymal	D018315
18303	C04.557.580.625.600.380.350	Ganglioglioma	D018303
18316	C04.557.580.625.600.380.400	Gliosarcoma	D018316
8527	C04.557.580.625.600.380.515	Medulloblastoma	D008527
9837	C04.557.580.625.600.380.590	Oligodendroglioma	D009837
20339	C04.557.580.625.600.380.795	Optic Nerve Glioma	D020339
18306	C04.557.580.625.600.580	Neurocytoma	D018306
18242	C04.557.580.625.600.590	Neuroectodermal Tumors, Primitive	D018242
8527	C04.557.580.625.600.590.500	Medulloblastoma	D008527
18241	C04.557.580.625.600.590.650	Neuroectodermal Tumors, Primitive, Peripheral	D018241
9447	C04.557.580.625.600.590.650.550	Neuroblastoma	D009447
18304	C04.557.580.625.600.590.650.550.150	Esthesioneuroblastoma, Olfactory	D018304
18305	C04.557.580.625.600.590.650.550.300	Ganglioneuroblastoma	D018305
10871	C04.557.580.625.600.657	Pinealoma	D010871
12175	C04.557.580.625.600.725	Retinoblastoma	D012175
17600	C04.557.580.625.630	Neuroectodermal Tumor, Melanotic	D017600
18358	C04.557.580.625.650	Neuroendocrine Tumors	D018358
239	C04.557.580.625.650.025	Adenoma, Acidophil	D000239
237	C04.557.580.625.650.075	Adenoma, Basophil	D000237
238	C04.557.580.625.650.095	Adenoma, Chromophobe	D000238
1079	C04.557.580.625.650.135	Apudoma	D001079
2276	C04.557.580.625.650.200	Carcinoid Tumor	D002276
8303	C04.557.580.625.650.200.500	Malignant Carcinoid Syndrome	D008303
2275	C04.557.580.625.650.200.500.205	Carcinoid Heart Disease	D002275
18278	C04.557.580.625.650.240	Carcinoma, Neuroendocrine	D018278
18276	C04.557.580.625.650.240.315	Carcinoma, Medullary	D018276
15266	C04.557.580.625.650.240.325	Carcinoma, Merkel Cell	D015266
8545	C04.557.580.625.650.510	Melanoma	D008545
18327	C04.557.580.625.650.510.385	Hutchinson's Melanotic Freckle	D018327
18328	C04.557.580.625.650.510.515	Melanoma, Amelanotic	D018328
8546	C04.557.580.625.650.510.525	Melanoma, Experimental	D008546
9442	C04.557.580.625.650.595	Neurilemmoma	D009442
9464	C04.557.580.625.650.595.610	Neuroma, Acoustic	D009464
10235	C04.557.580.625.650.700	Paraganglioma	D010235
10236	C04.557.580.625.650.700.705	Paraganglioma, Extra-Adrenal	D010236
2345	C04.557.580.625.650.700.705.220	Carotid Body Tumor	D002345
5925	C04.557.580.625.650.700.705.340	Glomus Jugulare Tumor	D005925
43604	C04.557.580.625.650.700.705.360	Glomus Tympanicum Tumor	D043604
10673	C04.557.580.625.650.700.725	Pheochromocytoma	D010673
54219	C04.557.595	Neoplasms, Plasma Cell	D054219
9101	C04.557.595.500	Multiple Myeloma	D009101
7952	C04.557.595.500.500	Leukemia, Plasma Cell	D007952
10954	C04.557.595.600	Plasmacytoma	D010954
8258	C04.557.595.925	Waldenstrom Macroglobulinemia	D008258
9383	C04.557.645	Neoplasms, Vascular Tissue	D009383
18322	C04.557.645.100	Angiofibroma	D018322
794	C04.557.645.115	Angiokeratoma	D000794
5918	C04.557.645.350	Glomus Tumor	D005918
6391	C04.557.645.375	Hemangioma	D006391
20787	C04.557.645.375.185	Central Nervous System Venous Angioma	D020787
6390	C04.557.645.375.370	Hemangioendothelioma	D006390
18323	C04.557.645.375.370.380	Hemangioendothelioma, Epithelioid	D018323
18324	C04.557.645.375.380	Hemangioma, Capillary	D018324
18325	C04.557.645.375.380.370	Hemangioblastoma	D018325
6392	C04.557.645.375.385	Hemangioma, Cavernous	D006392
20786	C04.557.645.375.385.500	Hemangioma, Cavernous, Central Nervous System	D020786
13341	C04.557.645.375.850	Sturge-Weber Syndrome	D013341
6393	C04.557.645.380	Hemangiopericytoma	D006393
6394	C04.557.645.390	Hemangiosarcoma	D006394
8579	C04.557.645.520	Meningioma	D008579
12514	C04.557.645.750	Sarcoma, Kaposi	D012514
18326	C04.557.665	Nevi and Melanomas	D018326
8545	C04.557.665.510	Melanoma	D008545
18327	C04.557.665.510.385	Hutchinson's Melanotic Freckle	D018327
18328	C04.557.665.510.515	Melanoma, Amelanotic	D018328
8546	C04.557.665.510.525	Melanoma, Experimental	D008546
9506	C04.557.665.560	Nevus	D009506
4416	C04.557.665.560.260	Dysplastic Nevus Syndrome	D004416
55882	C04.557.665.560.580	Nevus, Halo	D055882
18330	C04.557.665.560.590	Nevus, Intradermal	D018330
9508	C04.557.665.560.615	Nevus, Pigmented	D009508
49328	C04.557.665.560.615.530	Mongolian Spot	D049328
18329	C04.557.665.560.615.550	Nevus, Blue	D018329
9507	C04.557.665.560.615.585	Nevus of Ota	D009507
18331	C04.557.665.560.615.625	Nevus, Spindle Cell	D018331
18332	C04.557.665.560.615.625.585	Nevus, Epithelioid and Spindle Cell	D018332
54000	C04.557.665.560.700	Nevus Sebaceous of Jadassohn	D054000
9808	C04.557.695	Odontogenic Tumors	D009808
564	C04.557.695.065	Ameloblastoma	D000564
2485	C04.557.695.210	Cementoma	D002485
18333	C04.557.695.605	Odontogenic Cyst, Calcifying	D018333
51527	C04.557.695.607	Odontogenic Tumor, Squamous	D051527
9810	C04.557.695.610	Odontoma	D009810
9371	C04.588	Neoplasms by Site	D009371
8	C04.588.033	Abdominal Neoplasms	D000008
10534	C04.588.033.513	Peritoneal Neoplasms	D010534
12186	C04.588.033.731	Retroperitoneal Neoplasms	D012186
694	C04.588.083	Anal Gland Neoplasms	D000694
1859	C04.588.149	Bone Neoplasms	D001859
50398	C04.588.149.030	Adamantinoma	D050398
5266	C04.588.149.276	Femoral Neoplasms	D005266
12888	C04.588.149.721	Skull Neoplasms	D012888
7573	C04.588.149.721.450	Jaw Neoplasms	D007573
8339	C04.588.149.721.450.583	Mandibular Neoplasms	D008339
8441	C04.588.149.721.450.601	Maxillary Neoplasms	D008441
10157	C04.588.149.721.450.692	Palatal Neoplasms	D010157
9669	C04.588.149.721.600	Nose Neoplasms	D009669
9918	C04.588.149.721.656	Orbital Neoplasms	D009918
19292	C04.588.149.721.828	Skull Base Neoplasms	D019292
13125	C04.588.149.828	Spinal Neoplasms	D013125
1943	C04.588.180	Breast Neoplasms	D001943
18567	C04.588.180.260	Breast Neoplasms, Male	D018567
18270	C04.588.180.390	Carcinoma, Ductal, Breast	D018270
3557	C04.588.180.762	Phyllodes Tumor	D003557
4067	C04.588.274	Digestive System Neoplasms	D004067
1661	C04.588.274.120	Biliary Tract Neoplasms	D001661
1650	C04.588.274.120.250	Bile Duct Neoplasms	D001650
3138	C04.588.274.120.250.250	Common Bile Duct Neoplasms	D003138
5706	C04.588.274.120.401	Gallbladder Neoplasms	D005706
5770	C04.588.274.476	Gastrointestinal Neoplasms	D005770
4938	C04.588.274.476.205	Esophageal Neoplasms	D004938
46152	C04.588.274.476.308	Gastrointestinal Stromal Tumors	D046152
7414	C04.588.274.476.411	Intestinal Neoplasms	D007414
2430	C04.588.274.476.411.184	Cecal Neoplasms	D002430
1063	C04.588.274.476.411.184.290	Appendiceal Neoplasms	D001063
15179	C04.588.274.476.411.307	Colorectal Neoplasms	D015179
11125	C04.588.274.476.411.307.089	Adenomatous Polyposis Coli	D011125
5736	C04.588.274.476.411.307.089.393	Gardner Syndrome	D005736
3110	C04.588.274.476.411.307.180	Colonic Neoplasms	D003110
11125	C04.588.274.476.411.307.180.089	Adenomatous Polyposis Coli	D011125
5736	C04.588.274.476.411.307.180.089.500	Gardner Syndrome	D005736
12811	C04.588.274.476.411.307.180.800	Sigmoid Neoplasms	D012811
3123	C04.588.274.476.411.307.190	Colorectal Neoplasms, Hereditary Nonpolyposis	D003123
12004	C04.588.274.476.411.307.790	Rectal Neoplasms	D012004
1005	C04.588.274.476.411.307.790.040	Anus Neoplasms	D001005
694	C04.588.274.476.411.307.790.040.040	Anal Gland Neoplasms	D000694
4379	C04.588.274.476.411.445	Duodenal Neoplasms	D004379
7078	C04.588.274.476.411.501	Ileal Neoplasms	D007078
7580	C04.588.274.476.411.523	Jejunal Neoplasms	D007580
13274	C04.588.274.476.767	Stomach Neoplasms	D013274
8113	C04.588.274.623	Liver Neoplasms	D008113
18248	C04.588.274.623.040	Adenoma, Liver Cell	D018248
6528	C04.588.274.623.160	Carcinoma, Hepatocellular	D006528
8114	C04.588.274.623.460	Liver Neoplasms, Experimental	D008114
10190	C04.588.274.761	Pancreatic Neoplasms	D010190
7516	C04.588.274.761.249	Adenoma, Islet Cell	D007516
7340	C04.588.274.761.249.500	Insulinoma	D007340
18273	C04.588.274.761.500	Carcinoma, Islet Cell	D018273
15408	C04.588.274.761.500.124	Gastrinoma	D015408
5935	C04.588.274.761.500.249	Glucagonoma	D005935
13005	C04.588.274.761.500.500	Somatostatinoma	D013005
3969	C04.588.274.761.500.750	Vipoma	D003969
21441	C04.588.274.761.750	Carcinoma, Pancreatic Ductal	D021441
10534	C04.588.274.780	Peritoneal Neoplasms	D010534
4701	C04.588.322	Endocrine Gland Neoplasms	D004701
310	C04.588.322.078	Adrenal Gland Neoplasms	D000310
306	C04.588.322.078.265	Adrenal Cortex Neoplasms	D000306
18246	C04.588.322.078.265.500	Adrenocortical Adenoma	D018246
18268	C04.588.322.078.265.750	Adrenocortical Carcinoma	D018268
9377	C04.588.322.400	Multiple Endocrine Neoplasia	D009377
18761	C04.588.322.400.500	Multiple Endocrine Neoplasia Type 1	D018761
18813	C04.588.322.400.505	Multiple Endocrine Neoplasia Type 2a	D018813
18814	C04.588.322.400.510	Multiple Endocrine Neoplasia Type 2b	D018814
10190	C04.588.322.421	Pancreatic Neoplasms	D010190
7516	C04.588.322.421.249	Adenoma, Islet Cell	D007516
7340	C04.588.322.421.249.500	Insulinoma	D007340
18273	C04.588.322.421.500	Carcinoma, Islet Cell	D018273
15408	C04.588.322.421.500.124	Gastrinoma	D015408
5935	C04.588.322.421.500.249	Glucagonoma	D005935
13005	C04.588.322.421.500.500	Somatostatinoma	D013005
3969	C04.588.322.421.500.750	Vipoma	D003969
21441	C04.588.322.421.750	Carcinoma, Pancreatic Ductal	D021441
10051	C04.588.322.455	Ovarian Neoplasms	D010051
6106	C04.588.322.455.398	Granulosa Cell Tumor	D006106
18311	C04.588.322.455.464	Luteoma	D018311
8539	C04.588.322.455.531	Meigs Syndrome	D008539
18310	C04.588.322.455.648	Sertoli-Leydig Cell Tumor	D018310
13798	C04.588.322.455.765	Thecoma	D013798
9384	C04.588.322.490	Paraneoplastic Endocrine Syndromes	D009384
10282	C04.588.322.525	Parathyroid Neoplasms	D010282
10911	C04.588.322.609	Pituitary Neoplasms	D010911
49913	C04.588.322.609.145	ACTH-Secreting Pituitary Adenoma	D049913
9347	C04.588.322.609.145.500	Nelson Syndrome	D009347
49912	C04.588.322.609.292	Growth Hormone-Secreting Pituitary Adenoma	D049912
15175	C04.588.322.609.792	Prolactinoma	D015175
13736	C04.588.322.762	Testicular Neoplasms	D013736
18310	C04.588.322.762.500	Sertoli-Leydig Cell Tumor	D018310
7984	C04.588.322.762.500.249	Leydig Cell Tumor	D007984
12707	C04.588.322.762.500.500	Sertoli Cell Tumor	D012707
13964	C04.588.322.894	Thyroid Neoplasms	D013964
16606	C04.588.322.894.800	Thyroid Nodule	D016606
5134	C04.588.364	Eye Neoplasms	D005134
3230	C04.588.364.235	Conjunctival Neoplasms	D003230
9918	C04.588.364.659	Orbital Neoplasms	D009918
19572	C04.588.364.818	Retinal Neoplasms	D019572
12175	C04.588.364.818.760	Retinoblastoma	D012175
14604	C04.588.364.978	Uveal Neoplasms	D014604
2830	C04.588.364.978.223	Choroid Neoplasms	D002830
15811	C04.588.364.978.400	Iris Neoplasms	D015811
6258	C04.588.443	Head and Neck Neoplasms	D006258
4938	C04.588.443.353	Esophageal Neoplasms	D004938
5153	C04.588.443.392	Facial Neoplasms	D005153
5142	C04.588.443.392.500	Eyelid Neoplasms	D005142
9062	C04.588.443.591	Mouth Neoplasms	D009062
5887	C04.588.443.591.402	Gingival Neoplasms	D005887
7972	C04.588.443.591.545	Leukoplakia, Oral	D007972
17733	C04.588.443.591.545.500	Leukoplakia, Hairy	D017733
8048	C04.588.443.591.550	Lip Neoplasms	D008048
10157	C04.588.443.591.692	Palatal Neoplasms	D010157
12468	C04.588.443.591.824	Salivary Gland Neoplasms	D012468
10307	C04.588.443.591.824.695	Parotid Neoplasms	D010307
13362	C04.588.443.591.824.882	Sublingual Gland Neoplasms	D013362
13365	C04.588.443.591.824.885	Submandibular Gland Neoplasms	D013365
14062	C04.588.443.591.925	Tongue Neoplasms	D014062
10039	C04.588.443.665	Otorhinolaryngologic Neoplasms	D010039
4428	C04.588.443.665.312	Ear Neoplasms	D004428
7822	C04.588.443.665.481	Laryngeal Neoplasms	D007822
9669	C04.588.443.665.650	Nose Neoplasms	D009669
10255	C04.588.443.665.650.693	Paranasal Sinus Neoplasms	D010255
8444	C04.588.443.665.650.693.575	Maxillary Sinus Neoplasms	D008444
10610	C04.588.443.665.710	Pharyngeal Neoplasms	D010610
7012	C04.588.443.665.710.485	Hypopharyngeal Neoplasms	D007012
9303	C04.588.443.665.710.650	Nasopharyngeal Neoplasms	D009303
9959	C04.588.443.665.710.684	Oropharyngeal Neoplasms	D009959
14067	C04.588.443.665.710.684.800	Tonsillar Neoplasms	D014067
10282	C04.588.443.680	Parathyroid Neoplasms	D010282
13964	C04.588.443.915	Thyroid Neoplasms	D013964
16606	C04.588.443.915.800	Thyroid Nodule	D016606
14134	C04.588.443.925	Tracheal Neoplasms	D014134
19337	C04.588.448	Hematologic Neoplasms	D019337
19046	C04.588.448.200	Bone Marrow Neoplasms	D019046
15674	C04.588.531	Mammary Neoplasms, Animal	D015674
8325	C04.588.531.500	Mammary Neoplasms, Experimental	D008325
9423	C04.588.614	Nervous System Neoplasms	D009423
16543	C04.588.614.250	Central Nervous System Neoplasms	D016543
1932	C04.588.614.250.195	Brain Neoplasms	D001932
2551	C04.588.614.250.195.205	Cerebral Ventricle Neoplasms	D002551
16545	C04.588.614.250.195.205.200	Choroid Plexus Neoplasms	D016545
20288	C04.588.614.250.195.205.200.500	Papilloma, Choroid Plexus	D020288
15192	C04.588.614.250.195.411	Infratentorial Neoplasms	D015192
20295	C04.588.614.250.195.411.100	Brain Stem Neoplasms	D020295
2528	C04.588.614.250.195.411.211	Cerebellar Neoplasms	D002528
18306	C04.588.614.250.195.648	Neurocytoma	D018306
10871	C04.588.614.250.195.766	Pinealoma	D010871
15173	C04.588.614.250.195.885	Supratentorial Neoplasms	D015173
7029	C04.588.614.250.195.885.500	Hypothalamic Neoplasms	D007029
54975	C04.588.614.250.195.885.500.299	Pallister-Hall Syndrome	D054975
10911	C04.588.614.250.195.885.500.600	Pituitary Neoplasms	D010911
20863	C04.588.614.250.387	Central Nervous System Cysts	D020863
16080	C04.588.614.250.387.100	Arachnoid Cysts	D016080
8577	C04.588.614.250.580	Meningeal Neoplasms	D008577
55756	C04.588.614.250.580.150	Meningeal Carcinomatosis	D055756
8579	C04.588.614.250.580.500	Meningioma	D008579
13120	C04.588.614.250.803	Spinal Cord Neoplasms	D013120
15174	C04.588.614.250.803.342	Epidural Neoplasms	D015174
3390	C04.588.614.300	Cranial Nerve Neoplasms	D003390
19574	C04.588.614.300.600	Optic Nerve Neoplasms	D019574
20339	C04.588.614.300.600.600	Optic Nerve Glioma	D020339
9464	C04.588.614.525	Neuroma, Acoustic	D009464
16518	C04.588.614.525.500	Neurofibromatosis 2	D016518
20361	C04.588.614.550	Paraneoplastic Syndromes, Nervous System	D020361
15624	C04.588.614.550.225	Lambert-Eaton Myasthenic Syndrome	D015624
20363	C04.588.614.550.450	Limbic Encephalitis	D020363
9188	C04.588.614.550.550	Myelitis, Transverse	D009188
53578	C04.588.614.550.600	Opsoclonus-Myoclonus Syndrome	D053578
20362	C04.588.614.550.650	Paraneoplastic Cerebellar Degeneration	D020362
20364	C04.588.614.550.700	Paraneoplastic Polyneuropathy	D020364
10524	C04.588.614.596	Peripheral Nervous System Neoplasms	D010524
3390	C04.588.614.596.240	Cranial Nerve Neoplasms	D003390
9464	C04.588.614.596.240.015	Neuroma, Acoustic	D009464
19574	C04.588.614.596.240.240	Optic Nerve Neoplasms	D019574
20339	C04.588.614.596.240.240.500	Optic Nerve Glioma	D020339
10386	C04.588.699	Pelvic Neoplasms	D010386
12878	C04.588.805	Skin Neoplasms	D012878
49309	C04.588.805.040	Acanthoma	D049309
12626	C04.588.805.578	Sebaceous Gland Neoplasms	D012626
55653	C04.588.805.578.500	Muir-Torre Syndrome	D055653
13544	C04.588.805.776	Sweat Gland Neoplasms	D013544
12983	C04.588.839	Soft Tissue Neoplasms	D012983
19042	C04.588.839.500	Muscle Neoplasms	D019042
19043	C04.588.839.750	Vascular Neoplasms	D019043
13160	C04.588.842	Splenic Neoplasms	D013160
13899	C04.588.894	Thoracic Neoplasms	D013899
6338	C04.588.894.309	Heart Neoplasms	D006338
8479	C04.588.894.479	Mediastinal Neoplasms	D008479
12142	C04.588.894.797	Respiratory Tract Neoplasms	D012142
1984	C04.588.894.797.265	Bronchial Neoplasms	D001984
8175	C04.588.894.797.520	Lung Neoplasms	D008175
2283	C04.588.894.797.520.220	Carcinoma, Bronchogenic	D002283
2289	C04.588.894.797.520.220.249	Carcinoma, Non-Small-Cell Lung	D002289
55752	C04.588.894.797.520.220.624	Small Cell Lung Carcinoma	D055752
55613	C04.588.894.797.520.237	Multiple Pulmonary Nodules	D055613
10178	C04.588.894.797.520.734	Pancoast Syndrome	D010178
18202	C04.588.894.797.520.867	Pulmonary Blastoma	D018202
47868	C04.588.894.797.520.933	Pulmonary Sclerosing Hemangioma	D047868
3074	C04.588.894.797.520.966	Solitary Pulmonary Nodule	D003074
10997	C04.588.894.797.640	Pleural Neoplasms	D010997
16066	C04.588.894.797.640.700	Pleural Effusion, Malignant	D016066
54363	C04.588.894.797.640.800	Solitary Fibrous Tumor, Pleural	D054363
14134	C04.588.894.797.760	Tracheal Neoplasms	D014134
13953	C04.588.894.949	Thymus Neoplasms	D013953
13945	C04.588.894.949.500	Thymoma	D013945
14565	C04.588.945	Urogenital Neoplasms	D014565
5833	C04.588.945.418	Genital Neoplasms, Female	D005833
5185	C04.588.945.418.365	Fallopian Tube Neoplasms	D005185
14594	C04.588.945.418.948	Uterine Neoplasms	D014594
16889	C04.588.945.418.948.585	Endometrial Neoplasms	D016889
18269	C04.588.945.418.948.585.124	Carcinoma, Endometrioid	D018269
36821	C04.588.945.418.948.585.374	Endometrial Stromal Tumors	D036821
18203	C04.588.945.418.948.585.374.500	Sarcoma, Endometrial Stromal	D018203
2583	C04.588.945.418.948.850	Uterine Cervical Neoplasms	D002583
14625	C04.588.945.418.955	Vaginal Neoplasms	D014625
14846	C04.588.945.418.968	Vulvar Neoplasms	D014846
5834	C04.588.945.440	Genital Neoplasms, Male	D005834
10412	C04.588.945.440.715	Penile Neoplasms	D010412
11471	C04.588.945.440.770	Prostatic Neoplasms	D011471
13736	C04.588.945.440.915	Testicular Neoplasms	D013736
18310	C04.588.945.440.915.500	Sertoli-Leydig Cell Tumor	D018310
7984	C04.588.945.440.915.500.249	Leydig Cell Tumor	D007984
12707	C04.588.945.440.915.500.500	Sertoli Cell Tumor	D012707
14571	C04.588.945.947	Urologic Neoplasms	D014571
7680	C04.588.945.947.535	Kidney Neoplasms	D007680
2292	C04.588.945.947.535.160	Carcinoma, Renal Cell	D002292
9396	C04.588.945.947.535.585	Wilms Tumor	D009396
30321	C04.588.945.947.535.585.220	Denys-Drash Syndrome	D030321
17624	C04.588.945.947.535.585.950	WAGR Syndrome	D017624
18201	C04.588.945.947.535.790	Nephroma, Mesoblastic	D018201
14516	C04.588.945.947.940	Ureteral Neoplasms	D014516
14523	C04.588.945.947.945	Urethral Neoplasms	D014523
1749	C04.588.945.947.960	Urinary Bladder Neoplasms	D001749
14685	C04.588.945.956	Venereal Tumors, Veterinary	D014685
9374	C04.619	Neoplasms, Experimental	D009374
2279	C04.619.045	Carcinoma 256, Walker	D002279
2284	C04.619.124	Carcinoma, Brown-Pearce	D002284
2286	C04.619.169	Carcinoma, Ehrlich Tumor	D002286
2287	C04.619.214	Carcinoma, Krebs 2	D002287
18827	C04.619.230	Carcinoma, Lewis Lung	D018827
7942	C04.619.531	Leukemia, Experimental	D007942
1353	C04.619.531.216	Avian Leukosis	D001353
7939	C04.619.531.594	Leukemia L1210	D007939
7940	C04.619.531.602	Leukemia L5178	D007940
7941	C04.619.531.782	Leukemia P388	D007941
8114	C04.619.540	Liver Neoplasms, Experimental	D008114
8325	C04.619.590	Mammary Neoplasms, Experimental	D008325
8546	C04.619.600	Melanoma, Experimental	D008546
12513	C04.619.857	Sarcoma, Experimental	D012513
12511	C04.619.857.573	Sarcoma 37	D012511
12510	C04.619.857.656	Sarcoma 180	D012510
1357	C04.619.857.800	Sarcoma, Avian	D001357
12517	C04.619.857.822	Sarcoma, Yoshida	D012517
14412	C04.619.935	Tumor Virus Infections	D014412
1353	C04.619.935.120	Avian Leukosis	D001353
20031	C04.619.935.313	Epstein-Barr Virus Infections	D020031
2051	C04.619.935.313.165	Burkitt Lymphoma	D002051
8380	C04.619.935.489	Marek Disease	D008380
1357	C04.619.935.800	Sarcoma, Avian	D001357
9376	C04.626	Neoplasms, Hormone-Dependent	D009376
9378	C04.651	Neoplasms, Multiple Primary	D009378
6223	C04.651.435	Hamartoma Syndrome, Multiple	D006223
16715	C04.651.435.500	Proteus Syndrome	D016715
9377	C04.651.600	Multiple Endocrine Neoplasia	D009377
18761	C04.651.600.500	Multiple Endocrine Neoplasia Type 1	D018761
18813	C04.651.600.505	Multiple Endocrine Neoplasia Type 2a	D018813
18814	C04.651.600.510	Multiple Endocrine Neoplasia Type 2b	D018814
17169	C04.666	Neoplasms, Post-Traumatic	D017169
9381	C04.682	Neoplasms, Radiation-Induced	D009381
7953	C04.682.512	Leukemia, Radiation-Induced	D007953
16609	C04.692	Neoplasms, Second Primary	D016609
9385	C04.697	Neoplastic Processes	D009385
708	C04.697.045	Anaplasia	D000708
2471	C04.697.152	Cell Transformation, Neoplastic	D002471
1752	C04.697.152.110	Blast Crisis	D001752
2472	C04.697.152.160	Cell Transformation, Viral	D002472
3043	C04.697.160	Cocarcinogenesis	D003043
9361	C04.697.645	Neoplasm Invasiveness	D009361
17254	C04.697.645.500	Leukemic Infiltration	D017254
9362	C04.697.650	Neoplasm Metastasis	D009362
8207	C04.697.650.560	Lymphatic Metastasis	D008207
9360	C04.697.650.645	Neoplastic Cells, Circulating	D009360
9366	C04.697.650.830	Neoplasm Seeding	D009366
9382	C04.697.650.895	Neoplasms, Unknown Primary	D009382
9364	C04.697.655	Neoplasm Recurrence, Local	D009364
9365	C04.697.670	Neoplasm Regression, Spontaneous	D009365
18365	C04.697.700	Neoplasm, Residual	D018365
9386	C04.700	Neoplastic Syndromes, Hereditary	D009386
11125	C04.700.100	Adenomatous Polyposis Coli	D011125
5736	C04.700.100.392	Gardner Syndrome	D005736
1478	C04.700.175	Basal Cell Nevus Syndrome	D001478
3123	C04.700.250	Colorectal Neoplasms, Hereditary Nonpolyposis	D003123
55847	C04.700.250.500	Lynch Syndrome II	D055847
55653	C04.700.250.500.500	Muir-Torre Syndrome	D055653
4416	C04.700.305	Dysplastic Nevus Syndrome	D004416
5097	C04.700.330	Exostoses, Multiple Hereditary	D005097
6223	C04.700.435	Hamartoma Syndrome, Multiple	D006223
16864	C04.700.600	Li-Fraumeni Syndrome	D016864
9377	C04.700.630	Multiple Endocrine Neoplasia	D009377
18761	C04.700.630.500	Multiple Endocrine Neoplasia Type 1	D018761
18813	C04.700.630.505	Multiple Endocrine Neoplasia Type 2a	D018813
18814	C04.700.630.510	Multiple Endocrine Neoplasia Type 2b	D018814
9396	C04.700.635	Wilms Tumor	D009396
30321	C04.700.635.220	Denys-Drash Syndrome	D030321
17624	C04.700.635.950	WAGR Syndrome	D017624
17253	C04.700.645	Neurofibromatoses	D017253
9456	C04.700.645.650	Neurofibromatosis 1	D009456
16518	C04.700.645.655	Neurofibromatosis 2	D016518
10580	C04.700.705	Peutz-Jeghers Syndrome	D010580
10257	C04.730	Paraneoplastic Syndromes	D010257
9384	C04.730.713	Paraneoplastic Endocrine Syndromes	D009384
182	C04.730.713.317	ACTH Syndrome, Ectopic	D000182
15043	C04.730.713.988	Zollinger-Ellison Syndrome	D015043
20361	C04.730.856	Paraneoplastic Syndromes, Nervous System	D020361
15624	C04.730.856.225	Lambert-Eaton Myasthenic Syndrome	D015624
20363	C04.730.856.437	Limbic Encephalitis	D020363
9188	C04.730.856.543	Myelitis, Transverse	D009188
53578	C04.730.856.596	Opsoclonus-Myoclonus Syndrome	D053578
20362	C04.730.856.650	Paraneoplastic Cerebellar Degeneration	D020362
20364	C04.730.856.700	Paraneoplastic Polyneuropathy	D020364
11230	C04.834	Precancerous Conditions	D011230
4919	C04.834.288	Erythroplasia	D004919
55623	C04.834.450	Keratosis, Actinic	D055623
